id,title,avatar,rating,snippet,likes,date,iso_date,response,likes_scaled,snippet_sentiment,response_sentiment
c294f5ac-0005-45a2-86f4-edfe0cb6dd1b,Jared S,https://play-lh.googleusercontent.com/a-/ALV-UjUgHTtDC03WYI0wGw22u64q94E0u7bTJaD689XN4vDnGAq9F9jc,4.0,amazing game beautiful character design amazing theres much said recent issues game crashing often im anything id think would make crash crashed im wandering around middle dialog right completed domain forcing redo used compatibility mode would run smoother didnt help crashing,110,2024-10-06,2024-10-06 23:24:44+00:00,,0.024271844660194174,0.19285714285714287,0.0
f8d937de-3262-4459-9bff-19f71939727c,W.L Latham,https://play-lh.googleusercontent.com/a/ACg8ocI5H-LtO9-fcaSk6xn1cHH5cOYdGoYqXI6rrF8YSIEXHK9hnA=mo,5.0,love game couple issues one takes sooooo much space phone two hard get characters storyline ones amazing game would definitely recommend edit ok im back ive gotten many new characters friend taught use wish system hehe also ive gotten geo archon quest fontaine beautiful city cant wait new update one thing mobile glitchy understand though,644,2024-10-07,2024-10-07 01:36:51+00:00,title cognosphere pte ltd snippet thank supporting genshin impact traveler issues game experience please send us email contact customer service help via ingame feedback date november isodate tz,0.14210061782877317,0.17931235431235432,-0.07500000000000001
8b3c2523-a5fb-4032-a162-ac0a9136e844,Kan Kan,https://play-lh.googleusercontent.com/a/ACg8ocLKKC0ZhPBbTmwQJQ6K2_VwC5whtx7gTG6HLmNnSGsrThbVhA=mo,5.0,initially star review longer keep review anymore good faith love art style game music amazing world beautiful months ago finished main story new patch update dropped main story finished really quickly character story quest game seems gotten stagnet things asking put hsr instead personally annoying show us love,665,2024-09-16,2024-09-16 05:02:39+00:00,,0.14673433362753752,0.18100233100233096,0.0
be6f6254-a209-4cd7-9abf-2ebba4e724d3,Ixbran,https://play-lh.googleusercontent.com/a-/ALV-UjXFo3FAN1Fq5IWTKucn-yp92BNgeniSIYi9-01MfkkLzp-w4JZt,5.0,one mobile phone games play started playing honestly fun ive game long time im glad got also supports external storage devices allow external memory sticks inserted thr game optimized feature graphics section games options menu itll analyze device automatically adjust game run smoothly possible said device nice,432,2024-08-26,2024-08-26 07:22:49+00:00,,0.09532215357458076,0.01499999999999999,0.0
e94ad683-d10d-41b2-8a23-26ecfbd1a15b,Tim T,https://play-lh.googleusercontent.com/a-/ALV-UjUOvkyF7JAwnQm0phyCQwT6y2xrNWnCuDn-_6KKVD-_Al9Mo3vR,3.0,playing since sep game beautiful love different nations character designs undtrack toptier really enjoy world exploration puzzles battle difficult leave review current state game left pretty much disappointed frustrated lategame content dull monotonous tedious socalled rewards insulting measly plain stingy even gatcha game please better,212,2024-09-04,2024-09-04 01:37:19+00:00,,0.04677846425419241,-0.16961152882205513,0.0
e7c5ed46-66c4-42dd-b288-d3924e7b9cb3,Hannah Lewis,https://play-lh.googleusercontent.com/a-/ALV-UjUwE9PrzDgBi8vNItSD6hZKbT6thdSOfAmqnRm-ntaWpOh8HjI,5.0,awesome game main story side quests extremely wellwritten immersive countries well designed many enjoyable puzzles unlock various rewards elemental fighting system really unique fun exceptions characters beautifully designed fairly easy get enough resources obtain highly recommend,412,2024-08-16,2024-08-16 20:52:40+00:00,,0.09090909090909091,0.28923076923076924,0.0
8c791a6d-e182-45d7-8232-d7dc35c83f80,Maabus Simmer,https://play-lh.googleusercontent.com/a-/ALV-UjXHjN1tDHgo49_2Ay2VVchQkx9GNosBSX0UtxKRJw9ePei_d5uk9w,5.0,much game long certain quest like rollercoaster high lots quest lows harder gets higher level get definitely cost money want wish characters special weapons purchase special items however uses lot memory gets sluggish dont enough memory also later dont build characters correctly difficult time repetitive farming battles,337,2024-10-09,2024-10-09 09:44:29+00:00,,0.07436010591350398,0.00296703296703296,0.0
a338ff73-35bc-43d3-9fd3-513098f332ac,Nex,https://play-lh.googleusercontent.com/a-/ALV-UjVI_IabwC2D2UlFNGDffclityLU9dOqfpGDHI-sU33mVscjYx7PkA,5.0,ive played game years little release pretty fun like aspects game like lore gameplay characters overtime feel like events story getting boring repetitive especially recently ive also getting disappointed new character designs like emilie natlan characters sethos dont feel special older ones end game experience isnt great,1301,2024-09-03,2024-09-03 21:44:35+00:00,,0.28706972639011474,-0.09838048855906,0.0
dbd33d0f-3885-4c50-9204-1b789383868f,Ollie Weisshaar,https://play-lh.googleusercontent.com/a-/ALV-UjUHT4XsyDz4epu28mNroZj8gYaqPX-HLfMovfhkPAWtyL3GxSRp,3.0,feel like game would lot fun didnt use much eats battery storage wifi much doesnt even load lot time understand big game needs lot resources function still crashing every single time ridiculous time actually able play amazing im seriously thinking giving genshin,11,2024-09-20,2024-09-20 23:46:12+00:00,,0.0024271844660194177,0.023809523809523822,0.0
c1cdb8c2-bb80-444b-9785-07bab35a4d12,Revoo,https://play-lh.googleusercontent.com/a-/ALV-UjVtlWcoW3ibfD05C5LCa4VI29DQZvTr4yj9fz2ArA9pRAhmUnsR,4.0,lot massive open world variety characters elemental powers multiple weapons including mages long term game downside insanely difficult get artifacts equip characters stats looking plus single run farm two different types artifacts instead one makes even harder youll spend lot resin energy get barely exactly want build single character developers improve,434,2024-09-05,2024-09-05 12:39:16+00:00,,0.09576345984112974,-0.08571428571428572,0.0
23022790-0f5c-4ff3-908d-67649be2761c,A l s,https://play-lh.googleusercontent.com/a-/ALV-UjXy67F6UaFClpSk-TyoJMJ7qpdklAiRkaEXs_EeKHL6-FO8Yrc,1.0,really liked game early game story fun liked older characters ton issues players continue bring fall deaf ears later game play doesnt even scale exp random bad guys run map world level increases much difficult level characters later gameplay along random bugs things refuse fix needles say wont redownloading one,1282,2024-08-10,2024-08-10 09:30:15+00:00,,0.2828773168578994,-0.11666666666666667,0.0
730a27c6-aea7-46f3-8ade-515770152139,clay,https://play-lh.googleusercontent.com/a-/ALV-UjVg7eItLRk_Pb943BhyUMSdwl4JgYGEyqwn3UN1oFHZc8j7zMqm,3.0,two stars docked personal opinions people reviews already addressed poor recent character designs slow story wish option let us pick commissions want reach max reputation nation least annoying trying get certain ones unlock sort storyline achievement would cool could interact commission board pick,14,2024-10-03,2024-10-03 15:10:43+00:00,,0.003089143865842895,-0.15446428571428572,0.0
2d046ae5-4030-4716-88c8-29b77ebf3c8b,Its Tartaglia,https://play-lh.googleusercontent.com/a-/ALV-UjVT6TeY9McoX7EwiHnzckJJOSzq4jWjpdvxleg_OHMk_6_Bntzi,4.0,pretty good game good graphics cool designs characters nice storyline voice acting freely explore game get high ar gets quite boringi would try make give like permanent mini game otherwise great game,0,2024-11-09,2024-11-09 18:47:00+00:00,,0.0,0.1815384615384616,0.0
91224269-9457-4266-b0fb-4b36c368127d,Ballarina Bullet,https://play-lh.googleusercontent.com/a-/ALV-UjVAg_eSbbFQao2SiVoBVbQz43QQ6H50yJyEO84001wqLUt-OxM5,3.0,really great game enjoy lot whenever try come love explore accomplish quests come exploring however things noticed recently completely changed thoughts game experience whenever try sign tends laggy crashed several times another thing want point fact isnt much fun updates attention put game others,256,2024-06-27,2024-06-27 01:41:03+00:00,,0.05648720211827008,0.1,0.0
542dcd1c-5dca-416c-a18a-841779f09259,William Nobles,https://play-lh.googleusercontent.com/a-/ALV-UjXQR09hX8FqD4vb15PqpNX--5X3QnuvBjmUIRG8gJfjCJOKzJxM,5.0,genshin impact visually satisfying beautiful game controls simple crossplatform experience seamless play console home laptop traveling pick left phone im go without spending dime dont want story immersive always evolving new characters adventures constantly added im really impressed every aspect genshin impact cant recommend enough,170,2024-08-10,2024-08-10 05:23:28+00:00,,0.03751103265666372,0.21863636363636366,0.0
9772965a-11d8-456f-a907-9bab6a07ee7c,Lily Stevens,https://play-lh.googleusercontent.com/a-/ALV-UjUaa97jVHyevH6mWKOylePVOHnuLT0cmVvOIMz2QfWgfHa0D9ym,4.0,love genshin characters story also exploration fun resin cap annoying ftp makes building character ten times longer harder sice genshin big makes even harder keep also storage issues getting really bad even delete past data besides genshin beautiful game fixed lot issues yay still hate much storge,115,2024-08-29,2024-08-29 15:06:29+00:00,,0.025375110326566638,-0.08571428571428572,0.0
26f6595b-1cae-4beb-a57f-6c25ffb94c15,Komachichuu,https://play-lh.googleusercontent.com/a-/ALV-UjU_6R8uLXc9oXt-1wWYNlOww3c4--6KZmI0TtzXtS8Cx6wJP061,2.0,strong mobile android fps lag overlaps everything even moving hearing audio gets severe aggravating deal playing every time turns completely unplayable editing review since newest update natlan game takes minutes even load cutscene walk inch somewhere even crashes game entirely lowest graphic settings wasnt issue update,41,2024-09-14,2024-09-14 16:39:16+00:00,title cognosphere pte ltd snippet hello traveler please go official genshin impact website refer information system requirements stable smooth gaming experience meanwhile locate cause issue please contact customer service team via ingame feedback channel email date october isodate tz,0.009046778464254192,-0.1277777777777778,0.4
e98d378d-0e5a-46ab-b965-52c1ee878215,Logan Fletcher,https://play-lh.googleusercontent.com/a-/ALV-UjWsNMKuRreofanaVOJTphkVcIHy4gY44sS-DwS5PHCGdLd0u54_,5.0,youve seen adds youtubers sponsoring whole yards tell days playing game actually pretty good definitely fills need upgrade slowly become stronger equipment characters also doesnt make mistake high level enemies cant possibly fight near beginning common mistake many games make eases slowly introduces game mechanics hooked,1280,2024-06-24,2024-06-24 14:17:51+00:00,,0.28243601059135043,0.016153846153846144,0.0
2be8b404-6037-4434-badf-c67556d81935,Joseph Davis,https://play-lh.googleusercontent.com/a-/ALV-UjUdApl7baiTVYW2KoEboGFKH66ydb47KrvZACZhgx8RRHJnhTUeOQ,1.0,gameplay play great characters neat open world exploration fun forced sit seconds dialogue frustrating interesting id like able skip dialogue without sit lastly making easier level existing characters constellations without using wishes would great new characters wont use hard level existing characters,1348,2024-07-18,2024-07-18 14:47:30+00:00,,0.2974404236540159,0.18588154269972454,0.0
99f86aa1-4d23-4282-af1b-49585daa8905,Andrija Jovanovic,https://play-lh.googleusercontent.com/a/ACg8ocIO2ohzJ5ROgsN6KhMvIkUME78Sebn7_MxD1qRug_5exJuFKg=mo,3.0,great game many aspects terrible terms others imagine breath wild better graphics better lore storyline arguably better characters world well designed characters nothing remotely challenging game though spiral abyss completing story game becomes rinse repeat dailies every day resin grind events terrible feel like mini games within game barely utilize characters,75,2024-07-10,2024-07-10 09:39:21+00:00,,0.01654898499558694,-0.010714285714285704,0.0
6812d546-d9c1-4af8-85c1-588cdac9f5e2,Kazu “Sly little fox” Unknown,https://play-lh.googleusercontent.com/a-/ALV-UjVBo-8XMS6JedqKEbxaujLRSabQcncMUSUq5cOAHVpa1BnF_dKR,3.0,great characters storyline becoming task honestly game needs permanent features like windteace even offer fun ive actually game daily grind stuff farming questing boring progress characters game please hoyo give us permanent friendly competition game without waiting game event come around,27,2024-06-05,2024-06-05 05:08:08+00:00,,0.005957634598411298,-0.09772727272727275,0.0
e3777a88-8875-454c-acd1-6531203b2773,Anna Erin Korous,https://play-lh.googleusercontent.com/a-/ALV-UjXItOo_SEm7IYZEIXkJWFoi-TGGxxOOSt44Elu_k_4-JSQ7thuR,5.0,playing half year assure good pretty fun game type game play minutes one gonna spend two hours without noticing long already figuring things might need bit googling theres plentiful guides advice everywhere theres quite lot stories dialogues sometimes mood would appreciate skip button might enjoy,94,2024-07-17,2024-07-17 21:16:42+00:00,,0.020741394527802295,0.07916666666666666,0.0
eb0689d9-a3e5-4ff5-ae56-a6e569c89e67,John Blair,https://play-lh.googleusercontent.com/a-/ALV-UjWmh0e6F5_hcJucYSmgOMwBHBp80JUTwM4CWCF_SVjUZJAnLYDk8w,5.0,started couple years ago felt like breath wild clone huge world climbing gliding good fast reactive controls fun combat impressed free kept increasing size world enhancing ui adding story adding cool characters new abilities reasons explore story voice acting actually good started damn good gotten better really well done free amazing,82,2024-07-19,2024-07-19 01:32:23+00:00,,0.018093556928508385,0.41789772727272734,0.0
7ba3593a-2dbb-4786-8f27-fcfab309524e,Bianca Bojer,https://play-lh.googleusercontent.com/a-/ALV-UjW-NJoi435EY-gKZICdFIlv3hO8oUI1v56cts_aDTnYgJOj2fgN,5.0,absolutely love game graphics story exploration characters everything much fun good variety mechanics use find fun building characters two problems one would nice reroll option artifact substats would make artifact farming much better two primogem rewards thats currency used get weapons characters really wish events even chests bit rewards,167,2024-08-15,2024-08-15 01:18:09+00:00,,0.03684907325684025,0.3375,0.0
ea37a2a6-74fc-4bcc-93d4-3ce1f4f5a640,Jennie Sagn,https://play-lh.googleusercontent.com/a-/ALV-UjW_0dYShzLMEuVyWEva4go0q8fQVTy1BKDaQv0nrBCbJcS_cj0vnw,5.0,loved playing genshin phone though currently cant even open game play without shutting doesnt even get loading screen shows hoyoverse screen immediately shuts phone says theres bug wont let open game developer fixes bug samsung galaxy gb im pretty sure isnt anything wrong phone well ive tried deleting redownloading doesnt work,57,2024-07-17,2024-07-17 23:07:02+00:00,,0.012577228596646072,0.016666666666666656,0.0
8a99b190-973c-4b1c-ac5e-d43beba6072f,Renxyn,https://play-lh.googleusercontent.com/a-/ALV-UjUO-p9WxM5YyIDQGTFKXzyS1APz0mJtOIcx3N6yMWjpNnBBm2-T,5.0,story lines combats quests scenery exploration truly amazing way never gotten bored playing since many things game noticed archon quest characters voice lines makes story quite boring wishing possible ways actually play traveler like events overall amazing game,264,2024-10-29,2024-10-29 17:12:08+00:00,,0.05825242718446602,-0.059999999999999984,0.0
d04e5849-b523-4ba7-b1e6-3e42b4ea499c,Jovina kho,https://play-lh.googleusercontent.com/a-/ALV-UjUXrhLffySGJ40zh1fJZ99amNF21d7u12E9G1F1B-fEFRf5C0mE,5.0,wonderful experience virtual reality real life love game awesome gameplays storylines characters lots best part play friends make new friends events wild like dendro archons event wish events like bad part quests hard new players like one made unable coop months,49,2024-11-08,2024-11-08 14:19:51+00:00,,0.010812003530450132,0.1817550505050505,0.0
6ec23378-b0a0-405f-a7f5-77c62b0ac286,Wintie Vance,https://play-lh.googleusercontent.com/a-/ALV-UjV73Wm5QZHwrGmJ-1COFRB_QlpxOYOYPWYv9UuXo-F2tnHcnNP6,5.0,beginner genshin impact rlly rlly fascinating breathtaking adventuring graphics rlly smooth apart advantages game takes lot space gb besides lot theories items need understand properly difficult play well games rule knowledge power makes sense overall star errors problems yet bonus characters designs humors stories also striking,11,2024-11-08,2024-11-08 15:52:25+00:00,,0.0024271844660194177,0.24285714285714288,0.0
c8143e78-d7b6-4fc6-a05e-9adb47c09014,liza khintibidze,https://play-lh.googleusercontent.com/a-/ALV-UjVcAS4eZHTYHb5n9ZakMQ118yXKgzqz3pDjEOeVFT633HKYTXL-,5.0,love game quests interesting lot interesting caracters issues firstly takes lot space secondly takes lot time loading also recently dialogues caracters muted exept paimon please solve issue would also nice give us rewards like honkai star rail really recomend game start playing game youll never going quit,115,2024-10-26,2024-10-26 20:33:38+00:00,,0.025375110326566638,0.12272727272727278,0.0
b9ed2897-82da-488a-a87d-8334889a8bcc,T.L. DEL,https://play-lh.googleusercontent.com/a/ACg8ocK-0Lv_bFXuHfPueB875EZjIPyzS7wpnHjR6WMX3f2nQeiHTQ=mo,3.0,game used beautiful devs lowered draw distance ever explore see low resolution polygons place holders youre right beside object buildings look like toy blocks mountains look like belong ps game grass trees rocks pop move around map disappointing compared used playing since version galaxy ultra ps,5,2024-11-08,2024-11-08 16:11:03+00:00,,0.0011032656663724626,-0.04404761904761906,0.0
73fad926-5c13-4275-89f5-81136ed9ce85,Deri kurniawan,https://play-lh.googleusercontent.com/a-/ALV-UjVw5pDKMIxcORgAweGRNBp5dH9nODgXBpJc7A1mjpEcaowpRrN1,5.0,love game especially experience exploring new territories meets expectations player climbing expectation always something even though treasure chests teleportation anything else still feels satisfying beautiful scenery designbgm patterns game feel consistent downside side quest bugs make action button character disappear,78,2024-10-22,2024-10-22 18:24:33+00:00,,0.017210944395410415,0.17070707070707072,0.0
42c75860-ac52-4804-ac92-b3caf6344461,Maddie B,https://play-lh.googleusercontent.com/a-/ALV-UjXHdT5XddAwH-Dpq49m6cJ7iVPxTUmnkJMyldBMWpDTUOxGM244,4.0,really like genshin impact storyline amazing love character designs different play styles wouldve rated five stars unfortunately lots characters mute silence feels loud quests without voices characters dont feel right please get eng voice actors back,97,2024-10-31,2024-10-31 07:56:29+00:00,,0.021403353927625775,0.14821428571428572,0.0
cd4e0f1e-1894-4f26-aac5-0dd82bb442a4,Quinn Harris,https://play-lh.googleusercontent.com/a-/ALV-UjVjHm-NE9bsMAUe9Wcgudq9hJa7vC1k7Xc9x5iHTi0q0U6SMGs,1.0,game randomly decides turn data gameplay sure explain playtime data connection suddenly claims service pulling game go home screen signal back happens whenever open game live place data signal strong dont possible wifi fine data one problem,13,2024-11-12,2024-11-12 10:48:15+00:00,,0.0028684907325684027,-0.017803030303030324,0.0
9ef2854e-b088-4548-836c-765d2b390537,Ángel Márquez,https://play-lh.googleusercontent.com/a-/ALV-UjXmTsgWWPGEnbe72VHm7JcE5zEQUFoP8r1AipXQSiB5oFmAvVGhWw,5.0,game big flaws long takes characters pr weapons rerun resin respawn rate characters aside game amazing storyline enjoyable characters many different stories quests events incredible music super fun gameplay mechanics world building astonishing scenery overall tell much effort love passion put experience real journey enjoy,83,2024-10-08,2024-10-08 23:01:49+00:00,,0.01831421006178288,0.24019607843137258,0.0
e4604353-1cf3-4e99-9719-6bccc6be125f,Railie Ulita,https://play-lh.googleusercontent.com/a-/ALV-UjXFMQ3mTKsCcafQt-kfsEJYXL35uXNazesbYiblWxsDEiNiTUnA,4.0,game great story lots quests ever end game content hard play phone dont know mine character icons r small makes hard press get hit enemy joystick reset move thumb tell thumb playing years prosgreat story quests consend game hard play icons r smalls joystick cant thumb,19,2024-11-07,2024-11-07 13:05:56+00:00,,0.004192409532215358,-0.19062500000000002,0.0
be0b199e-92de-487c-9bb2-2842340046cc,Pat B,https://play-lh.googleusercontent.com/a/ACg8ocK9vXVe0iXUBeD_y9cGULSSTDDU2WbFROJZVAvT9_Ilrx5IMQ=mo,3.0,overall fun game good story arcs good character world design interesting combat system elemental reactions could easy spend months theory crafting team compositions skills battle system would rate higher dont provide game features android certain options like controller support available ios android,10,2024-10-11,2024-10-11 18:21:44+00:00,,0.0022065313327449252,0.24523809523809526,0.0
3db2cadb-49fb-4051-81ff-ccf132277a94,Manavi Manoj,https://play-lh.googleusercontent.com/a-/ALV-UjXEMfypL-SHovWydbbCwOVkAvwYcZ2Ds9zrFk0lIOhtf8UVsj67,3.0,game amazing fact many characters even voice like kinich ruins gaming experience feel like im completing archon quest alot dialogues beginning seem weird please ruin game like lore something love genshin,3,2024-11-10,2024-11-10 06:21:32+00:00,,0.0006619593998234775,0.021428571428571432,0.0
6888233a-64bd-4164-934e-97665a5cb4b2,Choild,https://play-lh.googleusercontent.com/a-/ALV-UjUHcaLoSrwhkLvSn6zfR3k5b4vuhEy5p4ya4nkBHUmCiGT0rDQF,4.0,game overall fine sucks cant really skip dialogues sit storage takes also ridiculous kind understandable however wait version comes usually would fun recent banner ends hours new banner comes limit sucks doesnt make sense goes different ascension materials coming different days also better rewards please,89,2024-10-16,2024-10-16 02:54:32+00:00,,0.01963812886142983,0.03797979797979798,0.0
458333ec-dea4-46eb-a378-5587413ffaad,Mass _yee_,https://play-lh.googleusercontent.com/a/ACg8ocJTdXCHJBLMUV2yV_9OYjS_akCnE-cPgUVextehiaVtMR1-URo=mo,2.0,someones first gacha game isnt bad playing years phone pc glaring issues takes much space pc phone early game content pretty good falls drastically months gets repetitive quickly lot fetch quests game treats like story constantly repeating dialogue werent paimon gets lot worse time never lets us think,31,2024-10-26,2024-10-26 20:47:18+00:00,,0.006840247131509268,-0.05512820512820514,0.0
34dd8e1c-cea8-4ecc-bb2f-e72dab12f751,Andree DeVille,https://play-lh.googleusercontent.com/a-/ALV-UjWYHBlhoeaY9_tvWOgyc3GTTh004JFNG8tuGmTvPBO0x1IuifjB,4.0,graphic great gameplay fun scenery breathtaking beautifulbut cant give full star major problemthis game story waaaayyyyyyyyyyy much talkingyap yap yap yap yapand cant skip conversationit takes around minutes sometimes even minutes yapping non stop annoying voice paimonif cant skip better watch anime movie clicking need skip button,14,2024-10-30,2024-10-30 12:17:32+00:00,,0.003089143865842895,0.20125,0.0
55725e1b-7ca6-4a48-96f5-811ff95c4844,Michelle,https://play-lh.googleusercontent.com/a-/ALV-UjWDsqUa9m1ntxVz1FKV-NqRx4DjLRN1lRAx1AdjEd4l2BDvmUGMGA,4.0,new players incredible frustrating experience exploration characters lore well crafted stands similar games archon quest memorable exciting even flaws writing sometimes downside experience banner system change since ages ago main problem increasing number characters game making impossible accommodate reruns effectively,22,2024-10-19,2024-10-19 17:12:34+00:00,,0.004854368932038835,0.11363636363636365,0.0
f317f261-0b61-4c88-a317-dae94044d50a,Ai'Yani Nadz Sky,https://play-lh.googleusercontent.com/a-/ALV-UjVhq0T3fEwYFpXvLOHgeR75plzAShyoHiguy9C5uJEuFZA-JkRk1g,5.0,ive playing long ad freedom play lost energy play choose love dont need play people get stronger really feel need dont want bad side im still learning game reminds minecraft soo much better art design details say lot reading travelling around really great random fighting random things always keep busy,31,2024-10-25,2024-10-25 18:53:31+00:00,,0.006840247131509268,-0.004999999999999979,0.0
df879b8a-eb5b-45e4-b1a8-e261ccd6c67f,Giorgi Arabuli,https://play-lh.googleusercontent.com/a-/ALV-UjUQLIvgclPQ3ObcYuNEcr4pOuhHMgiIAZUUutIS3mhDGdKsD905,4.0,game pretty good gameplay smooth stories amazing everything good theres one bug entering game around seconds game crashes kicks trying fix problem long time luck,0,2024-11-12,2024-11-12 16:48:37+00:00,,0.0,0.15555555555555556,0.0
676cfa34-0d4b-432b-a8ad-0752cafa9416,Muffin,https://play-lh.googleusercontent.com/a-/ALV-UjWV4XwGdMCuW6BqYSKiZPcw9zQVO5JBt67Mn2Re7nQsM0R-mm7t,2.0,game amazingbut since todays morning ive problem game working would launch normally logo appears would kick application times got notification game bugged devs need fix friends dont problem cant play game please fix problem uninstalled reinstalled reset device checked storage connection everything could still working,34,2024-10-12,2024-10-12 12:57:10+00:00,,0.007502206531332745,-0.29000000000000004,0.0
a56c9aec-a1d1-4067-be91-025044555161,Mei,https://play-lh.googleusercontent.com/a-/ALV-UjVIUx-tmCEVq5Hnco9EUW23eJMwkVwD9bZqVl1jE-9QM21zFrjr,4.0,love game one problem voice acting recent event nahida almost everyone doesnt get voiced hate much love everyones voice much hope hoyoverse fix problem one studios vas trying use ai hate please dont let studio use bad ai voices makes mad fix please also en vas,4,2024-10-29,2024-10-29 22:50:31+00:00,,0.00088261253309797,-0.2125,0.0
