id,title,avatar,rating,snippet,likes,date,iso_date,response
c294f5ac-0005-45a2-86f4-edfe0cb6dd1b,Jared S,https://play-lh.googleusercontent.com/a-/ALV-UjUgHTtDC03WYI0wGw22u64q94E0u7bTJaD689XN4vDnGAq9F9jc,4.0,"Amazing game. It's beautiful, the character design is amazing, and there's so much to do. That being said, I have had some recent issues with the game crashing, often when I'm not doing anything I'd think would make it crash. It's crashed when I'm just wandering around, in the middle of dialog, and once right after I had completed a domain, forcing me to redo it. I used the compatibility mode so it would run smoother, but that didn't help with it crashing.",110,"October 06, 2024",2024-10-06T23:24:44Z,
f8d937de-3262-4459-9bff-19f71939727c,W.L Latham,https://play-lh.googleusercontent.com/a/ACg8ocI5H-LtO9-fcaSk6xn1cHH5cOYdGoYqXI6rrF8YSIEXHK9hnA=mo,5.0,"Love the game! But a couple issues. One, it takes up sooooo much space on my phone. Two, it is so hard to get any other characters than the storyline ones. It is an amazing game and I would definitely recommend 😁 ❤️ Edit: ok. I'm back. I've gotten so many new characters. My friend taught me how to use the wish system hehe... also I've only gotten to the geo archon quest but fontaine is a beautiful city. I can't wait for the new update. One thing. Mobile is glitchy. I understand why though.",644,"October 07, 2024",2024-10-07T01:36:51Z,"{'title': 'COGNOSPHERE PTE. LTD.', 'snippet': 'Thank you for supporting Genshin Impact, Traveler! If you have any issues with your game experience, please send us an email or contact Customer Service for help via in-game feedback.', 'date': 'November 28, 2023', 'iso_date': '2023-11-28T11:35:08Z'}"
8b3c2523-a5fb-4032-a162-ac0a9136e844,Kan Kan,https://play-lh.googleusercontent.com/a/ACg8ocLKKC0ZhPBbTmwQJQ6K2_VwC5whtx7gTG6HLmNnSGsrThbVhA=mo,5.0,"Initially, I had a 5-star review. I can no longer keep that review anymore in good faith. I love the art style of the game, the music is amazing, and the world itself is very beautiful. A few months ago, I finished the main story. When this new patch update dropped, the main story was finished really quickly, same with the character story quest. This game just seems to have gotten stagnet. Things we have been asking for have been put into HSR instead. Personally it's annoying. Show us some love",665,"September 16, 2024",2024-09-16T05:02:39Z,
be6f6254-a209-4cd7-9abf-2ebba4e724d3,Ixbran,https://play-lh.googleusercontent.com/a-/ALV-UjXFo3FAN1Fq5IWTKucn-yp92BNgeniSIYi9-01MfkkLzp-w4JZt,5.0,"It's one of the few mobile phone games I play, I just started playing, and honestly, it's the most fun I've had in a game for a long time. I'm glad I got it. It also supports external storage on devices that allow for external memory sticks to be inserted into them. Thr game has an ""optimized"" feature in the graphics section of the games Options Menu. It'll analyze your device and automatically adjust the game to run as smoothly as possible for said device. It's very nice!",432,"August 26, 2024",2024-08-26T07:22:49Z,
e94ad683-d10d-41b2-8a23-26ecfbd1a15b,Tim T,https://play-lh.googleusercontent.com/a-/ALV-UjUOvkyF7JAwnQm0phyCQwT6y2xrNWnCuDn-_6KKVD-_Al9Mo3vR,3.0,"Been playing since Sep 2020. The game is beautiful. I love the different nations, character designs, the undtrack is top-tier, and I really enjoy the world exploration, puzzles, and battle. It was difficult for me to leave such review, but the current state of the game has left me pretty much disappointed and frustrated. Late-game content is dull, monotonous and tedious, and the so-called ""rewards"" are insulting, measly, and just plain stingy, even for a gatcha game. Please do better. 💔",212,"September 04, 2024",2024-09-04T01:37:19Z,
e7c5ed46-66c4-42dd-b288-d3924e7b9cb3,Hannah Lewis,https://play-lh.googleusercontent.com/a-/ALV-UjUwE9PrzDgBi8vNItSD6hZKbT6thdSOfAmqnRm-ntaWpOh8HjI,5.0,"This is an awesome game! The main story and side quests are extremely well-written and immersive, all the countries are well designed and have many enjoyable puzzles to unlock various rewards, and the elemental fighting system is really unique and fun. With a few exceptions, all the characters are beautifully designed, and it's fairly easy to get enough resources to obtain them. I highly recommend this!",412,"August 16, 2024",2024-08-16T20:52:40Z,
8c791a6d-e182-45d7-8232-d7dc35c83f80,Maabus Simmer,https://play-lh.googleusercontent.com/a-/ALV-UjXHjN1tDHgo49_2Ay2VVchQkx9GNosBSX0UtxKRJw9ePei_d5uk9w,5.0,"There is so much to do in this game as long as you do certain quest, its like a rollercoaster with high, lots of quest to lows. The harder it gets, the higher level you get. Definitely can cost money if you want to wish for more characters or special weapons or purchase special items. However, it uses a lot of memory. If it gets sluggish, then you don't have enough memory! Also, later on, if you don't build your characters correctly, you will have a difficult time, repetitive farming battles.",337,"October 09, 2024",2024-10-09T09:44:29Z,
a338ff73-35bc-43d3-9fd3-513098f332ac,Nex,https://play-lh.googleusercontent.com/a-/ALV-UjVI_IabwC2D2UlFNGDffclityLU9dOqfpGDHI-sU33mVscjYx7PkA,5.0,"I've played this game for about 3 or 4 years, only a little after its release, and it's been pretty fun, I like some aspects of the game, like the lore, gameplay, characters, but overtime I feel like the events and story have been getting boring or repetitive. Especially recently, I've also been getting disappointed with new character designs, like Emilie, The Natlan characters, Sethos.. they just don't feel as special to me as the older ones do. Then again end game experience isn't that great",1301,"September 03, 2024",2024-09-03T21:44:35Z,
dbd33d0f-3885-4c50-9204-1b789383868f,Ollie Weisshaar,https://play-lh.googleusercontent.com/a-/ALV-UjUHT4XsyDz4epu28mNroZj8gYaqPX-HLfMovfhkPAWtyL3GxSRp,3.0,"I feel like this game would be a lot more fun, if it didn't use as much as it did. It eats up my battery, my storage, my wifi, and so much more, when it doesn't even load a lot of the time. I understand it's a big game and that it needs a lot of resources to function, but doing all of that and still crashing every single time is ridiculous. Any time I actually am able to play it, it's amazing, but I'm seriously thinking about giving up on Genshin.",11,"September 20, 2024",2024-09-20T23:46:12Z,
c1cdb8c2-bb80-444b-9785-07bab35a4d12,Revoo,https://play-lh.googleusercontent.com/a-/ALV-UjVtlWcoW3ibfD05C5LCa4VI29DQZvTr4yj9fz2ArA9pRAhmUnsR,4.0,"A lot to do in a massive open world, variety of characters and elemental powers with multiple weapons including mages. Its a long term game. Downside its insanely difficult to get artifacts to equip characters with the stats you are looking for plus in a single run to farm them it has two different types of artifacts instead of one which makes it even harder. You'll spend lot of Resin (energy) to get barely or exactly what you want just to build a single character. Developers should improve this",434,"September 05, 2024",2024-09-05T12:39:16Z,
23022790-0f5c-4ff3-908d-67649be2761c,A l s,https://play-lh.googleusercontent.com/a-/ALV-UjXy67F6UaFClpSk-TyoJMJ7qpdklAiRkaEXs_EeKHL6-FO8Yrc,1.0,"I really liked this game. The early game story was fun, and I liked the older characters. But there are a ton of issues that the players continue to bring up that fall on deaf ears. The later game play doesn't even scale up the exp of the random bad guys you run into on the map as your world level increases, so it's much more difficult to level up your characters in later gameplay. Along with random bugs and things, they just refuse to fix. Needles to say, I won't be re-downloading this one.",1282,"August 10, 2024",2024-08-10T09:30:15Z,
730a27c6-aea7-46f3-8ade-515770152139,clay,https://play-lh.googleusercontent.com/a-/ALV-UjVg7eItLRk_Pb943BhyUMSdwl4JgYGEyqwn3UN1oFHZc8j7zMqm,3.0,"Two stars docked because of personal opinions that most people in the reviews have already addressed (poor recent character designs, slow story). I just wish there was an option that let us pick which commissions we want after we reach the max reputation in a nation (at least). It's so annoying trying to get certain ones that unlock some sort of storyline for an achievement. It would be cool if we could just interact with the commission board ourselves and pick it out.",14,"October 03, 2024",2024-10-03T15:10:43Z,
2d046ae5-4030-4716-88c8-29b77ebf3c8b,Its Tartaglia,https://play-lh.googleusercontent.com/a-/ALV-UjVT6TeY9McoX7EwiHnzckJJOSzq4jWjpdvxleg_OHMk_6_Bntzi,4.0,"It's a pretty good game, good graphics, cool designs for characters, nice storyline and voice acting. You can freely explore the game but once you get to a high AR it gets quite boring...I would try and make it where you give like a permanent mini game. otherwise it's a great game",0,"November 09, 2024",2024-11-09T18:47:00Z,
91224269-9457-4266-b0fb-4b36c368127d,Ballarina Bullet,https://play-lh.googleusercontent.com/a-/ALV-UjVAg_eSbbFQao2SiVoBVbQz43QQ6H50yJyEO84001wqLUt-OxM5,3.0,"This is a really great game and I do enjoy it a lot whenever I try to come in. I love to explore and accomplish the quests that come with the exploring. However, there are a few things that I noticed recently that has completely changed me thoughts. During the in game experience whenever I try to sign in, it tends to be VERY laggy and it crashed several times. Another thing I do want to point out is the fact that there isnt much fun updates or attention that is put to this game as the others.",256,"June 27, 2024",2024-06-27T01:41:03Z,
542dcd1c-5dca-416c-a18a-841779f09259,William Nobles,https://play-lh.googleusercontent.com/a-/ALV-UjXQR09hX8FqD4vb15PqpNX--5X3QnuvBjmUIRG8gJfjCJOKzJxM,5.0,"Genshin Impact is a visually satisfying, beautiful game. Controls are simple and the cross-platform experience is seamless. I can play on my console at home, my laptop when traveling, and pick up where I left off on my phone when I'm on the go, and all without spending a dime if I don't want to! This story is immersive, and always evolving, with new characters and adventures constantly being added. I'm just really impressed with every aspect of Genshin Impact, and can't recommend it enough!",170,"August 10, 2024",2024-08-10T05:23:28Z,
9772965a-11d8-456f-a907-9bab6a07ee7c,Lily Stevens,https://play-lh.googleusercontent.com/a-/ALV-UjUaa97jVHyevH6mWKOylePVOHnuLT0cmVvOIMz2QfWgfHa0D9ym,4.0,"I love genshin and there Characters and story also exploration is fun , but the resin cap is very annoying as a ftp It makes building a character ten times longer and harder and sice genshin is so big now it makes it even harder to keep up. Also, the storage issues are getting really bad. Even if I delete past data but besides that, genshin is a beautiful game They fixed a lot of issues. yay :> still hate how much storge it is.",115,"August 29, 2024",2024-08-29T15:06:29Z,
26f6595b-1cae-4beb-a57f-6c25ffb94c15,Komachichuu,https://play-lh.googleusercontent.com/a-/ALV-UjU_6R8uLXc9oXt-1wWYNlOww3c4--6KZmI0TtzXtS8Cx6wJP061,2.0,"On a strong mobile android, the fps and lag overlaps everything from even moving or hearing audio. It gets so severe that it's aggravating to deal with while playing every time. It turns completely unplayable. Editing the review because since the newest update 5.0 for Natlan, the game takes 5 minutes to even load a cutscene or walk an inch to somewhere. It even crashes the game entirely at the lowest graphic settings. This wasn't an issue until this update",41,"September 14, 2024",2024-09-14T16:39:16Z,"{'title': 'COGNOSPHERE PTE. LTD.', 'snippet': 'Hello Traveler! Please go to the official Genshin Impact website to refer to information on system requirements for a more stable and smooth gaming experience. Meanwhile, to further locate the cause of the issue, please contact the Customer Service team via the in-game feedback channel or email.', 'date': 'October 24, 2022', 'iso_date': '2022-10-24T12:53:15Z'}"
e98d378d-0e5a-46ab-b965-52c1ee878215,Logan Fletcher,https://play-lh.googleusercontent.com/a-/ALV-UjWsNMKuRreofanaVOJTphkVcIHy4gY44sS-DwS5PHCGdLd0u54_,5.0,"You've seen the adds, youtubers sponsoring this, the whole 9 yards. I am here to tell you after a few days of playing that the game is actually pretty good. It definitely fills that need to upgrade and slowly become stronger with equipment and characters. It also doesn't make the mistake of having high level enemies you can't possibly fight near the beginning, a common mistake many games make. It eases you in and slowly introduces more and more game mechanics as it should. For now I am hooked.",1280,"June 24, 2024",2024-06-24T14:17:51Z,
2be8b404-6037-4434-badf-c67556d81935,Joseph Davis,https://play-lh.googleusercontent.com/a-/ALV-UjUdApl7baiTVYW2KoEboGFKH66ydb47KrvZACZhgx8RRHJnhTUeOQ,1.0,"The gameplay play is great, characters are neat, and the open world exploration is fun. Being forced to sit through more than 60 seconds of dialogue is frustrating because it's not interesting. I'd like to be able to skip all dialogue without having to sit through it. Lastly, making it easier to level up existing characters constellations without using wishes would be great. I have 7 new characters who I won't use because it's too hard to level up my existing characters.",1348,"July 18, 2024",2024-07-18T14:47:30Z,
99f86aa1-4d23-4282-af1b-49585daa8905,Andrija Jovanovic,https://play-lh.googleusercontent.com/a/ACg8ocIO2ohzJ5ROgsN6KhMvIkUME78Sebn7_MxD1qRug_5exJuFKg=mo,3.0,"Great game in many aspects, terrible in terms of others. So imagine Breath of the wild, but with better graphics, better lore and storyline, arguably better characters. World is very well designed, so are characters. Nothing remotely challenging in the game though other than spiral abyss. After completing the story, the game becomes a rinse and repeat of just doing dailies every day and resin grind. Events are terrible, feel like mini games within a game and barely utilize any of the characters",75,"July 10, 2024",2024-07-10T09:39:21Z,
6812d546-d9c1-4af8-85c1-588cdac9f5e2,Kazu “Sly little fox” Unknown,https://play-lh.googleusercontent.com/a-/ALV-UjVBo-8XMS6JedqKEbxaujLRSabQcncMUSUq5cOAHVpa1BnF_dKR,3.0,"It does have great characters and storyline and what not, but it is becoming more and more a task. Honestly this game needs more permanent features like what windteace even had to offer. That was the most fun I've actually had on this game in a while. The daily grind of stuff and farming, and questing is boring, but have to do it to progress the characters in game. Please Hoyo, give us more permanent friendly competition in game without it being a waiting game for an event to come around.",27,"June 05, 2024",2024-06-05T05:08:08Z,
e3777a88-8875-454c-acd1-6531203b2773,Anna Erin Korous,https://play-lh.googleusercontent.com/a-/ALV-UjXItOo_SEm7IYZEIXkJWFoi-TGGxxOOSt44Elu_k_4-JSQ7thuR,5.0,"Playing for about a half year, I can assure you it is a good and pretty fun game. It is not the type of game that you can play for a few minutes, but one you gonna spend two hours on without noticing it was this long already. Figuring some things might need a bit of googling, but there's plentiful guides and advice everywhere. There's quite a lot of stories and dialogues, which i sometimes not have mood for, and would appreciate some skip button, but some might enjoy that",94,"July 17, 2024",2024-07-17T21:16:42Z,
eb0689d9-a3e5-4ff5-ae56-a6e569c89e67,John Blair,https://play-lh.googleusercontent.com/a-/ALV-UjWmh0e6F5_hcJucYSmgOMwBHBp80JUTwM4CWCF_SVjUZJAnLYDk8w,5.0,"When it started a couple years ago, it felt like a Breath of the Wild clone. Huge world, climbing, gliding, good fast reactive controls, fun combat... I was impressed. All that for free? Then they kept increasing the size of the world, enhancing the UI, adding more story, adding more cool characters, new abilities and reasons to explore... and the story and voice acting is actually good... it started damn good and has only gotten better. Really well done. And free. It's amazing.",82,"July 19, 2024",2024-07-19T01:32:23Z,
7ba3593a-2dbb-4786-8f27-fcfab309524e,Bianca Bojer,https://play-lh.googleusercontent.com/a-/ALV-UjW-NJoi435EY-gKZICdFIlv3hO8oUI1v56cts_aDTnYgJOj2fgN,5.0,"I absolutely LOVE this game! The graphics, story, exploration, characters, everything! It's so much fun and has a good variety of mechanics to use and find out. It's fun building characters too. My only two problems are one: It would be nice to have a reroll option on artifact sub-stats.. this would make artifact farming MUCH better for me:3 Two: More Primogem rewards. That's the currency used to get weapons and characters and I really wish events and even chests had a bit more rewards for that",167,"August 15, 2024",2024-08-15T01:18:09Z,
ea37a2a6-74fc-4bcc-93d4-3ce1f4f5a640,Jennie Sagn,https://play-lh.googleusercontent.com/a-/ALV-UjW_0dYShzLMEuVyWEva4go0q8fQVTy1BKDaQv0nrBCbJcS_cj0vnw,5.0,"Loved playing Genshin on my phone!! Though, as of currently I can't even open up the game to play without it shutting itself down. It doesn't even get to the loading screen, it just shows the hoyoverse screen and immediately shuts down. My phone says theres a bug that won't let me open the game until the developer fixes the bug... I have a samsung Galaxy 23+ with 256 GB I'm pretty sure there isn't anything wrong with my phone as well. I've tried deleting it and redownloading it, doesn't work.",57,"July 17, 2024",2024-07-17T23:07:02Z,
8a99b190-973c-4b1c-ac5e-d43beba6072f,Renxyn,https://play-lh.googleusercontent.com/a-/ALV-UjUO-p9WxM5YyIDQGTFKXzyS1APz0mJtOIcx3N6yMWjpNnBBm2-T,5.0,"From the story lines, combats, quests, scenery and exploration are truly amazing in their own way. I never gotten bored of playing since there are so many things to do in this game. I noticed that the archon quest in some characters had no voice lines, in which it makes the story quite boring and wishing there are possible ways to actually play with other traveler like events. Overall, It's an amazing game!",264,"October 29, 2024",2024-10-29T17:12:08Z,
d04e5849-b523-4ba7-b1e6-3e42b4ea499c,Jovina kho,https://play-lh.googleusercontent.com/a-/ALV-UjUXrhLffySGJ40zh1fJZ99amNF21d7u12E9G1F1B-fEFRf5C0mE,5.0,"Its a wonderful experience between virtual reality and real life, i love this game because it has awesome gameplays, storylines, characters, and lots more! The best part is you can play it with your friends or make new friends it in. The events are wild like the dendro archons event, i wish to have more events like this too. But the bad part is that some quests are hard for new players like me, one of it made me unable to co-op for months!",49,"November 08, 2024",2024-11-08T14:19:51Z,
6ec23378-b0a0-405f-a7f5-77c62b0ac286,Wintie Vance,https://play-lh.googleusercontent.com/a-/ALV-UjV73Wm5QZHwrGmJ-1COFRB_QlpxOYOYPWYv9UuXo-F2tnHcnNP6,5.0,"As a beginner, Genshin Impact is rlly rlly fascinating. It is breath-taking, adventuring and its graphics are rlly smooth. Apart from those advantages, the game takes up a lot of space, it's 31 GB. Besides, there are a lot of theories and items we need to understand properly which is difficult to play. Well, the game's rule is ""knowledge is power"" so makes sense. Overall 5 out of 5 star, no errors nor problems yet. (BONUS: the characters' designs, humors and stories are also striking!)",11,"November 08, 2024",2024-11-08T15:52:25Z,
c8143e78-d7b6-4fc6-a05e-9adb47c09014,liza khintibidze,https://play-lh.googleusercontent.com/a-/ALV-UjVcAS4eZHTYHb5n9ZakMQ118yXKgzqz3pDjEOeVFT633HKYTXL-,5.0,"I love this game. Quests are very interesting and there are lot of interesting caracters but there are few issues. Firstly, it takes a lot of space. Secondly, it takes lot of time in loading. Also, recently, in the dialogues caracters are muted, exept for Paimon and please solve this issue. It would be also nice to give us more rewards like in 'Honkai: star rail'. But I really recomend this game because once you start playing the game, you'll never going to quit it.",115,"October 26, 2024",2024-10-26T20:33:38Z,
b9ed2897-82da-488a-a87d-8334889a8bcc,T.L. DEL,https://play-lh.googleusercontent.com/a/ACg8ocK-0Lv_bFXuHfPueB875EZjIPyzS7wpnHjR6WMX3f2nQeiHTQ=mo,3.0,"The game used to be beautiful. Now, the devs have lowered the draw distance so that when ever you explore you just see low resolution polygons and place holders until you're right beside an object. Buildings look like toy blocks and Mountains look like they belong in a PS2 game. The grass, trees and rocks pop in as you move around the map. It's just so disappointing compared to how it used to be. Playing since Version 2.0 on Galaxy S23 Ultra and PS5.",5,"November 08, 2024",2024-11-08T16:11:03Z,
73fad926-5c13-4275-89f5-81136ed9ce85,Deri kurniawan,https://play-lh.googleusercontent.com/a-/ALV-UjVw5pDKMIxcORgAweGRNBp5dH9nODgXBpJc7A1mjpEcaowpRrN1,5.0,"I love this game, especially for the experience when exploring new territories and it meets my expectations as a player, such as when climbing, and the expectation that there is always something above, even though there are no treasure chests, teleportation or anything else, it still feels satisfying because of the beautiful scenery design+BGM. The patterns in this game feel consistent. The downside is that there are some side quest bugs that make the action button on the character disappear.",78,"October 22, 2024",2024-10-22T18:24:33Z,
42c75860-ac52-4804-ac92-b3caf6344461,Maddie B,https://play-lh.googleusercontent.com/a-/ALV-UjXHdT5XddAwH-Dpq49m6cJ7iVPxTUmnkJMyldBMWpDTUOxGM244,4.0,"I really like genshin impact, and the storyline is amazing. I love the character designs and the different play styles. I would've rated it five stars, but unfortunately, lots of the characters are mute and the silence feels so loud. The quests without the voices of the characters just don't feel right. Please get the eng voice actors back!",97,"October 31, 2024",2024-10-31T07:56:29Z,
cd4e0f1e-1894-4f26-aac5-0dd82bb442a4,Quinn Harris,https://play-lh.googleusercontent.com/a-/ALV-UjVjHm-NE9bsMAUe9Wcgudq9hJa7vC1k7Xc9x5iHTi0q0U6SMGs,1.0,"The game randomly decides to ""turn off"" my data during gameplay. Not sure how to explain it but during playtime, my data connection suddenly claims no service pulling me out of the game, after it did and i go to my home screen the signal is back? This only happens whenever i open this game. I live in a place where data signal is very strong so i don't how that was possible. WiFi is fine but the data one is the problem.",13,"November 12, 2024",2024-11-12T10:48:15Z,
9ef2854e-b088-4548-836c-765d2b390537,Ángel Márquez,https://play-lh.googleusercontent.com/a-/ALV-UjXmTsgWWPGEnbe72VHm7JcE5zEQUFoP8r1AipXQSiB5oFmAvVGhWw,5.0,"This game has big flaws such as how long it takes for characters pr weapons to rerun, the resin respawn rate and having more 5* characters than 4*. But aside from that, this game has an amazing storyline, enjoyable characters and so many different stories through the quests and events, incredible music, super fun gameplay mechanics, world building and an astonishing scenery. But overall you can tell how much effort, love and passion they put into it. It's a experience and a real journey, enjoy",83,"October 08, 2024",2024-10-08T23:01:49Z,
e4604353-1cf3-4e99-9719-6bccc6be125f,Railie Ulita,https://play-lh.googleusercontent.com/a-/ALV-UjXFMQ3mTKsCcafQt-kfsEJYXL35uXNazesbYiblWxsDEiNiTUnA,4.0,This game has great story and lots of quests to do. How ever the end game content is hard to play on my phone i don't know if it's just mine but the character icons r small so it makes it hard to press and if i get hit by an enemy it joystick reset so i had to move my thumb up and down it can tell my thumb is there. After playing for 4 years Pros:great story and quests Cons:end game is hard to play when the icons r smalls and the joystick can't if my thumb on it,19,"November 07, 2024",2024-11-07T13:05:56Z,
be0b199e-92de-487c-9bb2-2842340046cc,Pat B,https://play-lh.googleusercontent.com/a/ACg8ocK9vXVe0iXUBeD_y9cGULSSTDDU2WbFROJZVAvT9_Ilrx5IMQ=mo,3.0,"Overall fun game. Good story arcs, good character and world design, interesting combat system with elemental reactions. You could easy spend months theory crafting team compositions with the skills and battle system. I would rate it higher but they dont provide all game features to Android. Certain options like controller support are available on ios but not on android.",10,"October 11, 2024",2024-10-11T18:21:44Z,
3db2cadb-49fb-4051-81ff-ccf132277a94,Manavi Manoj,https://play-lh.googleusercontent.com/a-/ALV-UjXEMfypL-SHovWydbbCwOVkAvwYcZ2Ds9zrFk0lIOhtf8UVsj67,3.0,"This game is amazing. But the fact that so many characters do not even have a voice like Kinich just ruins the gaming experience. It does not feel like I'm completing an Archon Quest. And alot of the dialogues are beginning to seem weird. Please do not ruin the game like this, the lore is something I love about genshin.",3,"November 10, 2024",2024-11-10T06:21:32Z,
6888233a-64bd-4164-934e-97665a5cb4b2,Choild,https://play-lh.googleusercontent.com/a-/ALV-UjUHcaLoSrwhkLvSn6zfR3k5b4vuhEy5p4ya4nkBHUmCiGT0rDQF,4.0,"The game overall is fine. It just sucks that we can't really skip any dialogues, and we just have to sit through them. The storage it takes is also ridiculous but kind of understandable. However, we have to just wait until version 4.4 comes out. Usually, this would be fun, but the recent banner ends about 8 hours before the new banner comes out. The 3/3 limit sucks and doesn't make sense. The same goes for different ascension materials coming on different days. Also, better rewards, please.",89,"October 16, 2024",2024-10-16T02:54:32Z,
