id,title,avatar,rating,snippet,likes,date,iso_date,response
380d520e-475a-4b90-9be5-374a5167600e,Lehakoe,,4,Genshin impact is a really fun game LOVE it,4,2024-12-29 23:42:42,2024-12-29T23:42:42,
d4ae61ac-ff4b-45ac-bba6-c7e57109f4e9,anthimaria07 /ᐠ。ꞈ。ᐟ\,,1,Where's wriothesley,60,2024-12-29 23:41:51,2024-12-29T23:41:51,"We sincerely apologize for your unsatisfactory experience, Traveler. Please contact our Customer Service team via the in-game feedback channel or email for specific help with this issue."
bc41aef4-869c-4dc6-b732-b6e316e3c5ac,Shupty Chowdhury,,5,THIS Is BEST GAME.,6,2024-12-29 23:34:41,2024-12-29T23:34:41,
4e10a672-ee32-42f2-bf0f-c05d19b98c1a,Samridhi Pradhan,,5,LOOOOVE LOVE IT!!,4,2024-12-29 23:28:21,2024-12-29T23:28:21,
08a7f1e1-4fda-4674-828d-ec75aebf1546,Lina Malatji,,5,Genshin is soooooo good but when in Co - op mode you can't talk to npcs but it is OK CAUSE IT'S SOOOOOO FUN,6,2024-12-29 23:22:47,2024-12-29T23:22:47,
6f735614-8215-444d-9283-fadb575aa11b,Adem Zaghdoudi,,5,"To the esteemed Hoyoverse team, Warm greetings, I am one of the passionate fans of your exceptional game,and as an Arabic-speaking player, I would like to kindly request that you consider adding Arabic as a supported language in the game's interface and translations. Arabic holds a significant global position, with over 400 million speakers, and there is a large community of Arab players who love and enjoy your game Adding Arabic would not only attract more Arab players but also enhance game",9,2024-12-29 23:07:37,2024-12-29T23:07:37,
84adbe61-f061-4352-bb83-59f259533806,Amirreza Emami,,5,Perfect graphics,4,2024-12-29 23:01:17,2024-12-29T23:01:17,
f84f5751-09e7-4684-b809-0eebe41a7eac,Kakan Kanti Barua,,2,Need to archon quest skip option,33,2024-12-29 23:00:14,2024-12-29T23:00:14,
1a5f2e9a-49a5-4d8b-a282-dc0da343fc3b,Abood,,5,👍🏻,4,2024-12-29 22:55:28,2024-12-29T22:55:28,
69f63b0b-a517-4b80-ada9-9e2c04d60077,Emmanuel Rosado,,1,Telling content creators to not play Wuthering Waves just cause they don't want competition is a bad look. I understand there's people who enjoy genshin but there's people who also enjoy Waves and there isn't anything wrong with that. Maybe make your game better and you'd get your fans you lost there's a reason why Genshin players are switching and prefer Wuthering Waves. Competition is suppose to push you to be better not be weak and beg people to play your lackluster game,107,2024-12-29 22:23:44,2024-12-29T22:23:44,"We sincerely apologize for your unsatisfactory experience, Traveler. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game."
238479a9-54be-41f6-9df5-091f8944cbbf,Larc Moore,,5,It was fun,3,2024-12-29 22:18:05,2024-12-29T22:18:05,
94b9c432-cd9a-4db3-bc67-2cd1f7f49a82,Selina Vishnar,,1,"I would give a none star, like when the source are about to complete it says I have to manage my storage and all my progress stops! It's so frustrating! Can you like small it's storage!? It's almost takes half of the storage....pls do something",45,2024-12-29 22:01:44,2024-12-29T22:01:44,"Hello Traveler, thank you for supporting Genshin Impact! To reduce the overall game memory size, our team suggests using the function in game settings to delete voice packs and old quest files. If you encounter any issues or have feedback, please feel free to contact our customer service team via the in-game feedback channel or email."
ec23b18f-02e2-4527-b7fe-12d1810dfeb2,Harsh Kumar,,5,Exceptionally good even on snapdragon 695 can play game at 30fps highest settings,4,2024-12-29 21:50:21,2024-12-29T21:50:21,
617a8d6c-4dc6-4c3c-8b89-b11956696209,Jeremmy Xaviere,,5,"Only one word , ""Perfect""",3,2024-12-29 21:44:52,2024-12-29T21:44:52,
ed52cc38-7f26-479e-a28c-530529e16553,Gucci,,5,Pretty god than others games I played. Thanks to make a such amazing game which I can feel.,3,2024-12-29 21:40:07,2024-12-29T21:40:07,
f7290bce-9a24-4eb1-8b4a-fbfff7c0a135,cary waltonjr.,,5,Fun,3,2024-12-29 21:38:49,2024-12-29T21:38:49,
2cb167cd-0698-476b-a1c2-87c18ff45c50,Yash Kumar,,5,I like this game Best Open world game till now in mobile now. As an f2p Primos 😅 are the real boss .,4,2024-12-29 21:33:33,2024-12-29T21:33:33,
e28870b8-9313-4968-8330-7df1ce7b8423,Kayra Alp Köksal,,5,Good,3,2024-12-29 21:28:57,2024-12-29T21:28:57,
b69875b8-2a98-4d89-bd3c-fddeb2abc098,Adrian Muu,,5,Really enjoy this game Embarking on this adventure brings a smile to my face. The journey is filled with delightful discoveries. Each challenge presents a unique opportunity to learn and grow. I find myself captivated by the immersive world. The overall experience is truly enjoyable.,7,2024-12-29 21:27:23,2024-12-29T21:27:23,
37d0c9dc-db51-4733-8b2b-34caad92a69a,Terry Watts,,5,good game to play,0,2024-12-29 21:11:28,2024-12-29T21:11:28,
ba035ab3-41ed-4693-8338-c92760538afe,Naziya Amjad,,5,Good story game to play,3,2024-12-29 20:55:48,2024-12-29T20:55:48,
5f5ed2ff-4b4d-453a-9156-a1093198f34b,Ericcris Gonzaga,,5,Good,3,2024-12-29 20:21:55,2024-12-29T20:21:55,
7995be91-e099-4161-a1fb-2dc71aecdeb5,Anuj Prajapat,,5,Good,3,2024-12-29 20:21:17,2024-12-29T20:21:17,
c29f6d9a-83f1-473c-b72a-2e240626af80,prosier Laval,,5,OBSESSED WITH THIS GAMEEE,3,2024-12-29 20:17:30,2024-12-29T20:17:30,
a6de5211-c7eb-4a89-b051-a95d3ddfc241,Ash Din,,1,Enemy lvl 90 in quest echo very nice lol bro pls use brain,0,2024-12-29 20:04:36,2024-12-29T20:04:36,"We sincerely apologize for your unsatisfactory experience, Traveler. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game."
a94e3cb7-b059-42db-9225-4b3b7776b251,Thomas Paul,,5,Noice,2,2024-12-29 19:35:23,2024-12-29T19:35:23,
591922f2-f176-4e22-bed2-ecbcd71048e6,Suraj Dagla,,1,Game size is to big,18,2024-12-29 19:24:59,2024-12-29T19:24:59,"Hello Traveler, thank you for supporting Genshin Impact! To reduce the overall game memory size, our team suggests using the function in game settings to delete voice packs and old quest files. If you encounter any issues or have feedback, please feel free to contact our customer service team via the in-game feedback channel or email."
4ec863ab-eecd-4759-a105-713825739303,datinmanis bersemut,,5,I like the animation and the game.Thanks for making this game!!! ❤️✨,3,2024-12-29 18:54:23,2024-12-29T18:54:23,
c958b3ce-4205-4412-a29d-b8453bdf4cda,SALAR LD Besfki,,5,I love this game (capitano),6,2024-12-29 18:42:13,2024-12-29T18:42:13,"We sincerely apologize for your unsatisfactory experience, Traveler. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game."
e3153ec9-225d-4f76-bfd6-50eb102f2d4c,Dionesio Zarate,,5,Genshin please give my account back,3,2024-12-29 18:26:01,2024-12-29T18:26:01,
96e07cf2-df29-4bcb-91cf-3f5f1bc728c2,Imran Mod,,5,I love gambling and also cool story and graphics,2,2024-12-29 18:25:53,2024-12-29T18:25:53,
556dfd84-4610-4fa8-be3a-4f481cf84cdd,Tabasom Kiani,,5,بهترین بازی دنیاا واقعا خیلی خوبه هرکی بازیش نکنه از دنیا عقبه,3,2024-12-29 18:14:17,2024-12-29T18:14:17,
1af0451c-5a79-45e3-ad9f-fb1885615ddb,Jazzy Light,,1,"on my phone It downloaded without a problem but everytime I try and download it on my computer it works untill I get to compiling shaders where it stops at 13% or around that every time, it'll kick me out and no matter what I do it won't work",0,2024-12-29 17:51:20,2024-12-29T17:51:20,"Hello Traveler, thank you for supporting Genshin Impact! Please verify if you have downloaded the latest version of the game client in its entirety through official channels. And please submit feedback of relevant information to our Customer Service team via email. We will do our best to provide you with a detailed answer."
6c7ece8d-d179-4cad-923f-a694cced9bc5,erenjaeuwus,,3,"Ive played since new year of 2021. Love the game its very pretty and very fun. But the RNG is ATROCIOUS. The amount of long dialogues there are lack of animation is awkward. The world quests should be voiced. Natlan is cool but not what 80% of the fanbase expected...it feels too colorful for a region of war. Fontaine was perfect. This game is dear to my heart, but I genuinely believe it can SO much better. It feels like a chore now when I used to play it everyday, now it feels annoying to play",7,2024-12-29 17:27:15,2024-12-29T17:27:15,
922afacd-1e17-41dd-801f-8f41dc64127b,Kartheek Vishal Reddy,,5,"One of the best games I've ever played Stunning visuals, Amazing world building Good story. Only downside is we can't use it offline,it would have been great if we could do atleast something when we don't have internet",4,2024-12-29 17:16:46,2024-12-29T17:16:46,
afbaefeb-bf82-4b8a-a714-7c98d79eb2bc,Oscar P,,1,They lied about giving away stuff that they said they're going to give away I did what they said I did everything but I did not get it they lied it's a very hard game to not get it even though it says,30,2024-12-29 17:08:48,2024-12-29T17:08:48,"We sincerely apologize for your unsatisfactory experience, Traveler. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game."
26963e13-dddc-4583-b71d-378ff37c7728,Shivam Kumar,,5,I love this game 😍,3,2024-12-29 16:39:32,2024-12-29T16:39:32,
bba31fa6-ec0e-4ab6-975d-0244ca5ed1f5,Sagar Narayan,,1,I Don't Know why a game like this Doesn't have Controller supports,1,2024-12-29 16:27:02,2024-12-29T16:27:02,"We sincerely apologize for your unsatisfactory experience, Traveler. Please contact our Customer Service team via the in-game feedback channel or email for specific help with this issue."
5dd18434-5c99-4708-b2ea-447f37f154ec,Aila Gatuz,,5,"One of the best game i've played. Great story, smooth graphics, beautiful scenery and of course, the cute voice of Paimon hehe",3,2024-12-29 16:26:37,2024-12-29T16:26:37,
00327016-33f3-465d-98ec-15d9500f2d86,Dalko,,5,Cool,3,2024-12-29 16:24:51,2024-12-29T16:24:51,
0efb9bc5-8cb9-4550-907c-e1d04620b029,Noire,,5,The best,2,2024-12-29 16:19:19,2024-12-29T16:19:19,
4e1cf2e0-0d05-4fba-bc1c-4a9748a3fcf1,Nicolas,,5,Genshin is my fav game now,2,2024-12-29 16:02:03,2024-12-29T16:02:03,
549112f7-2745-4262-96ae-b175ab6dfbeb,eimiel valencia,,5,Very Exciting Game!,2,2024-12-29 15:53:03,2024-12-29T15:53:03,
78f02f87-684b-4343-bf0c-93b24579b045,Pratikhit piyush Sahu,,5,lovely game i found no lags but 🥵 quickly,2,2024-12-29 15:52:51,2024-12-29T15:52:51,
35001c52-cb61-47e5-96a3-083b13a80271,Minhaz Rafi,,5,It fantastic game I love it,2,2024-12-29 15:39:42,2024-12-29T15:39:42,
f4330b20-16f4-496a-b28f-5745fdf8ce24,Akshay Hirve,,4,Too much yappin,3,2024-12-29 15:32:40,2024-12-29T15:32:40,
9e71bf15-62fd-4468-9fa5-cf59120693d6,Aatish Saawan,,5,:( Bhai this Game is consume a large amount of net but this Game was very very nice fantastic 🤩 Love this Game The storyline is very amazing.,1,2024-12-29 15:31:09,2024-12-29T15:31:09,
52c11c4d-3926-441b-b569-cc8a4ce6397a,Margaret Endin,,4,I love this game the only thing is the download resource take so long,1,2024-12-29 15:30:08,2024-12-29T15:30:08,
6728afa4-56ab-4969-9281-e5a6390eca0b,Lathamurugan balamurugan,,5,"I love it.., ❣️",2,2024-12-29 15:28:50,2024-12-29T15:28:50,
696b4ce2-1666-41ba-b8fe-e81e27b75777,romeo pangan,,5,good quality,2,2024-12-29 15:10:22,2024-12-29T15:10:22,
a71574a1-8d1f-42f6-bca4-c9d1574ece41,Francis Mbogo,,5,Is the best game ever 😄,1,2024-12-29 15:06:28,2024-12-29T15:06:28,
722cd963-f02c-402e-8bc2-b2043bb37e2d,Jon,,2,"Everything is great except the dialogues. I thought I was the only one annoyed by the too-long-winded dialogues. I'm playing a game but reading through all the words feel like a job. Why couldn't it be like ""Hey, Traveler. I need this blah-blah-blah. It is located in x location"". You go there, get the item and come back. The NPC says TY and you get your reward. Also, I think the once or twice a week boss battles are too restrictive. Also, the specific reward days domains are frustrating.",150,2024-12-29 15:03:44,2024-12-29T15:03:44,
93d4a0a4-6908-4aa4-bdeb-d9d05d17c9e3,Liba Khan,,5,Hey HoYoverse! I love the game so much it's very addictive but the thing is.. Could you please for the co-op make us be able to search for friends by their user instead of UID? I lost a very close friend of mine somehow and I didn't copy down their UID and I struggle to find him.. His user is Apoorva and bio was Aakash If you find him then please email me or something! Thank you for reading this.,1,2024-12-29 14:59:34,2024-12-29T14:59:34,
ef548c60-89e5-4529-b7bb-b6eea87a4953,Raghu RR,,4,"Definitely a 5* game, I hope genshin will be more generous.... Thank you for all the characters",1,2024-12-29 14:55:13,2024-12-29T14:55:13,"Thank you for supporting Genshin Impact, Traveler! If you have any issues with your game experience, please send us an email or contact Customer Service for help via in-game feedback."
2a133bf3-9ad0-4ad2-aaca-4e440d994764,sweep,,1,"as someone who dedicated 9 months of my life into this game for no particular reason, i hate everything about it, i will never play it again, and probably will never come back to future updates, this is a warning for every new player, either play the story and uninstall, or dont mess with this cringey game, and the team behind it, stay away as far as you can",40,2024-12-29 14:38:36,2024-12-29T14:38:36,"We sincerely apologize for your unsatisfactory experience, Traveler. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game."
abe26154-cb2e-4435-b9a8-d0a107d6935f,Thunder Muffin,,5,Happy Lantern Rite.,0,2024-12-29 14:31:40,2024-12-29T14:31:40,
ea8f80c5-2b7f-44b6-8d62-d492240dd463,bakin rime,,4,👍,0,2024-12-29 14:31:06,2024-12-29T14:31:06,
4d227f52-f6d0-4db2-84d3-6fea64bc3f49,Zoren L,,1,Very difficult to switch account. Doesn't even have logout button in PS5.,11,2024-12-29 14:14:17,2024-12-29T14:14:17,"We sincerely apologize for your unsatisfactory experience, Traveler. Please contact our Customer Service team via the in-game feedback channel or email for specific help with this issue."
7a68c22b-05b0-47b9-8f43-4400ad286a41,Michi Lee,,1,"I LOVE KAZUHA. EDIT: yeah this game is ruined. HOYO i am so dissapointed 😭, thanks for ruining the game with ur fanservice, oh and also GIVE US BACK THE GAE SHIPS. Like Where'd they go?!?? Don't tell me this is another act of fanservice for homophobic players. I used to love this game, ya'll lost a lot of players since Natlan.",31,2024-12-29 14:07:57,2024-12-29T14:07:57,
e35126f5-3535-49c7-9d7a-47db728b7e49,Game master,,4,Everything in this game is great except there is not a mechanism that allows you to gift or drop something to another player so consider it in next update Thanks,0,2024-12-29 14:06:22,2024-12-29T14:06:22,
a2988357-e06a-43c0-b9fb-55edb204442a,Nooru Shifa,,5,"No words to say,i love this game ❣️",0,2024-12-29 13:47:45,2024-12-29T13:47:45,
80671eeb-4e03-42d7-9e7e-f557eed92fa9,Muhammad Rismanda,,1,genshin impact ❌️ GREEDY IMPACT ✅️,54,2024-12-29 13:45:31,2024-12-29T13:45:31,"We sincerely apologize for your unsatisfactory experience, Traveler. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game."
55dd15cd-cb6e-4419-8158-dfc5844abe61,Panji Martiandaru,,2,"Its ok game to play casually, but DON'T SPEND ANY MONEY on it. Just don't, its not worth it. Gorgeous design and gorgeous music. But no end game mode. Repetitive, little to no variations. Gacha system is annoying. Also heavy on device, potato phone better not try. Every QoL improvent asked by players will go to Hoyoverse other game instead (cough*HSR*cough), while the one that implemented *will* cost something. Its like they don't want to give player good things without extracting high cost.",23,2024-12-29 13:33:32,2024-12-29T13:33:32,
61e222d4-dcf1-4edc-bf2a-d19351fec2c8,Akbope Saktagan,,4,прикольно только минус личная жизнь,24,2024-12-29 13:29:09,2024-12-29T13:29:09,
2378f93c-4944-4625-b2ac-f565978790d0,Hussain Taiyab,,3,It is good game but there is a bug for cup of commons I cannot find the cup of commons in my acc I would like to address this issue because it has been for a long time that I cannot find the cup of commons,1,2024-12-29 13:25:07,2024-12-29T13:25:07,"Hello Traveler! Please go to the official Genshin Impact website to refer to information on system requirements for a more stable and smooth gaming experience. Meanwhile, to further locate the cause of the issue, please contact the Customer Service team via the in-game feedback channel or email."
32b0c47f-55d7-4c3d-a727-10e20ba8721e,Severus Snape,,5,"Best game, I officially live there",0,2024-12-29 13:23:38,2024-12-29T13:23:38,
41f23c83-dc35-41e6-b901-7751d45644b6,Anna Isaac,,5,Just played it is THE BEST,1,2024-12-29 13:23:32,2024-12-29T13:23:32,"Hello Traveler, thank you for supporting Genshin Impact! The Open-World game may require more storage than expected, please be sure to have enough space when installing. If you encounter any issues during the installation process, please submit feedback to our CS team via email."
2a6ed36b-9ce8-4989-9e62-83538409db0c,Aneal “RUFFCUTT” Williams,,5,It's a great open world game it's definitely worth checking out,0,2024-12-29 13:10:44,2024-12-29T13:10:44,
01948302-8371-453b-a21b-26c71387acd7,佐味,,5,"Have been playing since release, I've made many friends along the way all I care about really. (*´∇｀*)",0,2024-12-29 13:05:03,2024-12-29T13:05:03,
3b7f099a-f681-4438-aaee-5115b2e7f2dc,Jonathan Da Explorer,,5,"LOVE YOU HOYO (LIVE,LOVE, KAVEHTHAM)",0,2024-12-29 12:53:25,2024-12-29T12:53:25,
2f9872af-1179-4ea9-99c9-f1d24ac20da5,Alex Salgado,,5,It kept me entertained for hours and hours,0,2024-12-29 12:45:10,2024-12-29T12:45:10,
8cc9a98f-cd02-4f6d-a30b-62943bc51918,Mariam Reda,,4,"Genshin is honestly a great game but there are some issues I have to point out. Firstly, the extra long dialogues in the quest and you can't skip it (you basically have to listen to the characters yapping for 5 mins ). Secondly, why is there no offline option when playing solo and you also need like 20GB to download this game as well as another 8GB for updates which is really annoying. Lastly, this game takes up a lot of time and it is really hard to get the 5 stars you want as a F2P player.",0,2024-12-29 12:41:32,2024-12-29T12:41:32,
b54d7f71-05da-48f8-936f-fdf252572bff,Maria Guerra,,1,"The game was almost something that everyone or most genshin fans would love the things that came into life in the game with its music, characters, and story that aligned with things in the real world and it's cultures but after Natlan, It's almost felt as if that everything that came out went out of the window when there has been characters coming out that didn't represent well of actual cultures and it's upsetting to me and I assume others too who play the game, I hope the issue can be solved.",32,2024-12-29 12:18:40,2024-12-29T12:18:40,
9d53ba2c-a5d2-4d0f-afa4-c976ff3d350e,Sharman Singh,,5,Amazing adventure games I love it ❤️,0,2024-12-29 11:16:13,2024-12-29T11:16:13,
e1ee00a5-3a18-4c8d-8b9d-197c8750bf73,Hendry S,,2,Gave up with spiral abyss 12 chamber 2 part2 with Tenebrous Papilla. Quit play this game because need pull Natlan character. Overall this game is the best until Tenebrous Papilla come into the abyss,5,2024-12-29 11:15:29,2024-12-29T11:15:29,
a937cb68-dabb-4f7b-b8c6-9a58c24a7c97,Dan 15h,,5,I'm back but I use cloud,0,2024-12-29 11:02:12,2024-12-29T11:02:12,
555ec402-aadb-4858-a9d6-5ab173e324ad,Tata,,1,The 3d action game having more text than a visual novel is crazyyyy... at least even vn lets you skip the text 💀,16,2024-12-29 11:01:04,2024-12-29T11:01:04,"Thank you for your constant support of Genshin Impact. We welcome any valuable input from you. If you have any comments or suggestions you would like to share, please feel free to contact our Customer Service team via the in-game feedback channel or email to help us improve the game."
72b9e4ea-2c88-42c1-b1b0-5ff2e3b05b45,IMESH LAKSHITHA,,5,"trust me, this game right here is literally the best opw game we can ever play on mobile. well yeah it dose take a painfull amount in your storage and your memory, but it still worth to play. genshin is totally a f2p friendly game and we dont ever need to topup our money for it. some complaining that genshin need to fix a skip button for dialogues. the dialogues are long and paimon is a pain, as a player ik it very well, but we know even a little about the story thanks to dialogues, dont forget.",6,2024-12-29 10:43:10,2024-12-29T10:43:10,
48a0e0c5-584a-4f37-b8d2-13c37b7982c8,Carvel Javier Haryanto,,5,This is so good,0,2024-12-29 10:35:53,2024-12-29T10:35:53,
8aaff2bd-63ce-478f-8e03-ce7cd5db5210,Manatsu,,1,"I'll give credits where it's due, this game changed the gacha market, but it's time to change, your glory days is over, but I guess that doesn't matter because your blind loyal fans will keep playing your d.s. Game.",33,2024-12-29 10:25:46,2024-12-29T10:25:46,
dc8657d1-92cd-4069-ad3b-1523cf8b9044,Gabriel Calderon,,3,"I loved your game and man this was the best game I've played ever, but please no more of the long dialogues or just add a skip button and a chat log button. I'd really want to come back and I don't think I'm the only one when I say this cause I've been seeing similar comments on tiktok. Pls acknowledge i really love this game",2,2024-12-29 10:10:36,2024-12-29T10:10:36,
f9603db5-041b-48ad-b06a-a1c52b91b25d,Nita Sak,,5,"The game is very nice, wonderful but still I didn't know why furina have to die!!! I did cry at the end of the game!! Why did she have to die?! She didn't deserve it!!!!",0,2024-12-29 09:48:56,2024-12-29T09:48:56,
70262deb-15b1-4b65-ac75-e932e41279ea,Vladimir Nmiku,,5,Very impressive for a mobile game,0,2024-12-29 09:22:03,2024-12-29T09:22:03,
8f7bcf6e-c6b6-40a9-a0b8-df3be82d8a68,Grey Valen,,1,"I can no longer support this game, their toxicity towards their creators and desire to control said creators has gone too far. This game already struggles from being inferior to newer titles, which normally hasn't been an issue for me, I still enjoyed it. However, I value playing games for companies that at minimum pretend to care for their players/creators. This is no longer the hoyoverse I remember from the ""honkai impact 3rd"" days. They don't care about their players like their competitors.",36,2024-12-29 09:16:54,2024-12-29T09:16:54,"We sincerely apologize for your unsatisfactory experience, Traveler. If you have any feedback or suggestions, please send us an email or contact Customer Service via in-game feedback to help us improve the game."
4efe8559-55a5-4b89-b4ca-d625f47369ef,kneecappjr _,,5,Very fun game. It's a lot like BOTW and TOTK but in a very different style of gameplay,0,2024-12-29 09:16:13,2024-12-29T09:16:13,
f38b8f5f-46aa-402e-8904-37e00f4f2438,Hi Yusf,,5,Please add a skip button,0,2024-12-29 09:05:20,2024-12-29T09:05:20,
10ce686c-acd0-4825-bca6-8f1ba5baf7c3,Daniel Wisler,,5,rly fun and very addicting,0,2024-12-29 08:58:49,2024-12-29T08:58:49,
b4fb9171-b11a-4784-a5a8-215278f15fcb,Maryono Lambe,,5,good,0,2024-12-29 08:47:35,2024-12-29T08:47:35,
65d6de4d-a925-4ac0-94be-4a792b82f7b1,Mivec Pzul,,5,Is a best game but hoyo can you make monstad looks awesome,0,2024-12-29 08:46:49,2024-12-29T08:46:49,
64dac87c-aff1-49b0-89f0-a99cf31a5344,Jorgie Perez,,1,"when I create my newly account the loading screen was taking forever to process and sometimes it kick me out at times, but in genshin impact: cloud was running nicely and i'm actually making process",0,2024-12-29 08:19:03,2024-12-29T08:19:03,"Hello Traveler! Please go to the official Genshin Impact website to refer to information on system requirements for a more stable and smooth gaming experience. Meanwhile, to further locate the cause of the issue, please contact the Customer Service team via the in-game feedback channel or email."
41100463-9f23-4397-a611-b13c8f7959fc,dffMOG,,5,"So good, it's beautiful.",0,2024-12-29 08:12:35,2024-12-29T08:12:35,
